,fold,origin,horizon,family,MASE,MAE,RMSE,BIC,LB_min,order,seasonal_order,trend,seasonal,seasonal_periods,season_length,decomposition_type
136,2,2024-08-27,42,ETS,0.808170034576051,10.451879690861702,12.880560991693795,1269.8084509363996,0.9391020236575905,,,mul,mul,7.0,,
137,2,2024-08-27,42,ETS,0.8124953582752171,10.507818120887052,12.945142947102912,1304.5545622422571,0.9538084973379672,,,mul,mul,14.0,,
138,2,2024-08-27,42,ETS,0.8130097982308541,10.514471256111634,12.993727648325514,1235.5743204302241,0.9372038906337068,,,mul,,,,
139,2,2024-08-27,42,ETS,1.122941775474075,14.522751197097492,17.78141066338612,1267.0164486734539,0.6171470127876275,,,,add,7.0,,
140,2,2024-08-27,42,ETS,1.151165835010161,14.887766555299477,17.957952493747392,1302.455435794121,0.6840776860695061,,,,add,14.0,,
141,2,2024-08-27,42,ETS,1.1231503115155757,14.525448146407319,17.75234779538508,1264.9626595580912,0.6029961893571023,,,,mul,7.0,,
142,2,2024-08-27,42,ETS,1.127084232176632,14.576324649746525,17.697098821006378,1299.4474501888128,0.6309676862261613,,,,mul,14.0,,
143,2,2024-08-27,42,ETS,1.123372217541087,14.528318006686831,17.7028812495159,1231.0844723567322,0.6103860703186479,,,,,,,
144,3,2024-10-08,42,ETS,1.4036205186885393,18.57290722050371,22.28974074637871,1490.9771365018564,2.028321481683261e-06,,,add,add,7.0,,
145,3,2024-10-08,42,ETS,1.42239802617467,18.82137388206126,22.556043387197523,1528.1771042940236,2.3693051525608116e-06,,,add,add,14.0,,
146,3,2024-10-08,42,ETS,1.4070590011677098,18.618405711879873,22.319041316516852,1489.6726142241232,1.5848078669700897e-06,,,add,mul,7.0,,
147,3,2024-10-08,42,ETS,1.4050372439734067,18.5916535318624,22.287151089263453,1525.3168979273744,2.5260072719746603e-06,,,add,mul,14.0,,
148,3,2024-10-08,42,ETS,1.392023348597339,18.41945180911836,22.149609007092742,1454.2371134304299,2.399694259427407e-06,,,add,,,,
149,3,2024-10-08,42,ETS,1.218182465291992,16.119164406810107,19.531376852171935,1494.508962453705,0.00036618612111019886,,,mul,add,7.0,,
150,3,2024-10-08,42,ETS,1.2539867264932687,16.59293150591986,20.00760099381238,1528.194161239309,0.00038709627975110777,,,mul,add,14.0,,
151,3,2024-10-08,42,ETS,1.2344869816851245,16.334908096940666,19.768407039486902,1489.988956086299,0.00021859866460783843,,,mul,mul,7.0,,
152,3,2024-10-08,42,ETS,1.2199866631190266,16.143037810199978,19.557282474341246,1526.9257462487783,0.0003237995321847147,,,mul,mul,14.0,,
153,3,2024-10-08,42,ETS,1.2387921199932284,16.391874302053253,19.873231778576734,1454.4185471839396,0.0002531273988111654,,,mul,,,,
154,3,2024-10-08,42,ETS,0.9159086100796926,12.119433572661647,14.79183760204537,1488.5277444969583,0.04805032647679341,,,,add,7.0,,
155,3,2024-10-08,42,ETS,0.9260918916351617,12.254180208958122,14.967358791344031,1524.4854777098928,0.054085255925584115,,,,add,14.0,,
156,3,2024-10-08,42,ETS,0.9149073851349399,12.106185221160544,14.731996249584046,1486.3026238169946,0.039581949217135926,,,,mul,7.0,,
157,3,2024-10-08,42,ETS,0.9164338320537498,12.126383384854083,14.803388422043664,1521.9516312329424,0.043806350972321134,,,,mul,14.0,,
158,3,2024-10-08,42,ETS,0.9138767092837884,12.092547171058701,14.73510516127099,1451.1303869374606,0.038139132290232865,,,,,,,
159,1,2024-07-16,42,Theta,1.7709999084472656,22.516996383666992,25.98628044128418,,,,,,,,1,additive
160,1,2024-07-16,42,Theta,1.7709999084472656,22.516996383666992,25.98628044128418,,,,,,,,1,mmultiplicative
161,1,2024-07-16,42,Theta,1.7709999084472656,22.516996383666992,25.98628044128418,,,,,,,,1,none
162,1,2024-07-16,42,Theta,1.7709999084472656,22.516996383666992,25.98628044128418,,,,,,,,1,log-additive
163,1,2024-07-16,42,Theta,1.7730446004688964,22.54299545288086,26.134078979492188,,,,,,,,7,additive
164,1,2024-07-16,42,Theta,1.822354491730308,23.169937133789062,26.67861557006836,,,,,,,,7,mmultiplicative
